Title,Artist,Year,Popularity,Duration (s),Tempo (bpm)
Ama Hil Zaigu,Le Mans,1996,0,145.34485,166.897
Irresistible,Jessica Simpson,2001,0.677678804,195.60444,185.989
Sorry,Youth Group,2006,0.556296708,209.68444,135.297
our ethos: a legacy to pass on,Set Your Goals,2009,0.746845365,274.07628,158.982
Critical Hit,Emalkay,2010,nan,246.72608,105.26
I Hear Talk,Bucks Fizz,1994,0.493796569,269.84444,106.594
Cock On The Loose,GG Allin,2003,0.468997788,153.10322,105.291
Let The Bass Kick In Miami Bitch,Chuckie,2009,nan,199.05261,130.131
Lord_ We Rejoice,Darwin Hobbs,2005,0.642091038,328.04526,115.063
Keman Rhythm,Two Fingers,2009,0.724463956,197.11955,107.309
Crystal,Mando Diao,2009,0.666592152,370.88608,101.666
Drawn To The Flame,Thunderstone,2004,0.512118849,282.98404,200.064
Excited About Jesus,The Brooklyn Tabernacle Choir,2002,0,297.82159,94.782
Little Man,Brian Vander Ark,2008,0,235.33669,180.045
Deal in sex,Lights of Euphoria,2004,0.360370583,243.61751,152.796
Let It Go,Dirty South Feat. Rudy,2007,0,423.44444,126.998
It Looks Like You,Evan Dando,2003,0.637783286,195.76118,134.419
Real Girl,Tommy James And The Shondells,1989,0.460484845,138.68363,130.371
Introspect,Neuraxis,2005,nan,38.53016,128.244
She Drives Me Crazy,Krokus,1990,0.266955186,313.75628,95.901
Triple Quartet: First Movement,Steve Reich,2001,0.270775999,430.602,144.027
Constança,Vitorino,2001,nan,216.42404,91.269
Pos Na To Palepso,Peggy Zina,2006,nan,177.26649,120.489
Falling Down,Megashira,1998,nan,389.98159,118.623
Alfie,Cilla Black,1968,nan,158.92853,70.737
The Idea Of Fires,Preston School Of Industry,2001,0.547995283,176.1171,96.709
A Little Time,Helloween,1987,0.768226784,210.9122,147.384
I Ain't Ever Satisfied,Steve Earle & The Dukes,1991,0.504108255,247.24853,129.007
Kneight Riduz Wuz Here by Kneight Riduz,Krayzie Bone;Kneight Riduz,2001,nan,318.69342,154.066
Portrait Of My Love,Matt Monro,1967,nan,167.07873,81.326
I.C.E.,Antibalas,2007,0.49271364,496.43057,105.117
They'll Never Take His Love From Me (Remastered LP Version),Emmylou Harris,1979,0.372530039,154.67057,131.609
Endgame,Decadence,2006,0.521418342,269.7922,131.581
Last Fair Deal Gone Down,Keb' Mo',1996,0.591754161,225.30567,95.073
Little Lamb,Neon Horse,2007,0.488615695,195.10812,122.029
Gerry's Set,Danu,2005,0.33155639,310.33424,208.468
Slight Return,The Bluetones,1996,0.6746533,201.22077,103.394
Into You,The Rippingtons / Russ Freeman,2005,0.48456253,236.5122,97.983
Mi vida,Segismundo Toxicómano,2003,nan,178.33751,119.895
Kernkraft 400,Zombie Nation,1999,0.68364719,284.9171,140.119
Our Last Waltz (Album Version),Vassar Clements,1998,0,98.53342,157.623
Be Tween,Dorian Concept,2009,0.63363006,162.58567,161.946
Honey Bee,Elvin Bishop,1994,0.334706549,205.97506,125.774
everything is alive,Beef Terminal,2005,0.340922756,352.23465,93.03
Nature of the Business (Amended LP Version),Coolio,1997,0.328220577,282.77506,86.973
You Don't Count The Cost,Billy Dean,1991,nan,195.13424,132.343
Blue In Me,Robert Pete Williams,1959,nan,247.74485,201.552
Wish You Didn't Have To Go,James & Bobby Purify,2000,0.334706549,136.04526,118.977
Breaking And Entering,Bucks Fizz,1982,nan,215.82322,136.541
Seagulls,Jonathan King,2001,0,162.71628,110.037
The Flood,Dozer,2008,0.648217995,230.08608,109.671
Island Of Childrens Children,Múm,2004,0.751168909,316.49914,152.32
Valefacio,S.U.P,2002,nan,285.75302,141.975
A Bridge (That Carries Us Over),Clannad,1996,0.545937381,269.63546,159.95
La mouette,Joakim,2003,0.386790177,376.89424,233.483
Cry Baby,Janis Joplin,1971,nan,389.8771,178.916
Blinded By The Light,Michael Mind,2007,nan,184.2673,85.52
Menteur,Cali,2005,0.561428518,282.3571,91.395
Icicles,Evil Nine,2009,nan,579.94404,130.99
Thing That,Spunk,1999,0,453.79873,95.234
Puss 'n Boots,Adam Ant,1983,nan,231.99302,106.265
The Masquerader And The Phoenix (Phoenix Mix),Theatre Of Tragedy,2000,0.299877488,333.42649,130.054
Cry Baby,The Mad Lads,1969,0.407233015,222.77179,201.871
One Thing (LP Version),Lynyrd Skynyrd,1994,0.553553306,314.09587,135.806
So Good To Me,Vanessa Bell Armstrong,2007,0.68452672,267.80689,45.984
Smile,Andreas Johnson,2008,0.265861049,206.15791,74.395
Press Darlings,Adam & The Ants,1981,0.675579748,252.36853,139.038
Why Was I  Born,Steve Tyrell,2001,0.270775999,190.4322,43.756
Completely Taken In,Dallas Holm,1993,nan,292.72771,116.87
Big Time Sensuality (The Fluke Moulimix - 117BPM),Björk,1993,nan,343.45751,116.885
Noch lange nicht genug,Laith Al-Deen,2001,nan,470.72608,130.278
Boat Train,The Pogues,1989,nan,160.46975,159.457
Knock Out Yer Teeth,The Booked,2000,nan,220.29016,150.022
Born Bad,Brusco,2009,0.372530039,202.29179,71.991
Trust in the Fire,STORMWITCH,1985,nan,232.9073,145.462
Spin of the Reel,Medwyn Goodall,2001,nan,181.28934,93.113
Äiti,Irwin Goodman,1967,0.345802234,224.96608,97.445
MODUL 14,Nik Bärtsch's Ronin,2002,0.471232265,297.79546,107.467
Uk Warriors,Roots Manuva feat. Riddla,2002,0.609084922,174.2624,87.195
Free 'N' Easy,Uriah Heep,1977,nan,183.32689,79.812
New York City,Christie,1970,0.511424326,188.49914,137.586
Alles wird gut,Revolverheld,2010,0.668810803,180.34893,125.021
Shooting Star (Sketch),The Innocence Mission,2007,0.519448581,133.61587,109.037
Evil Thoughts,The James Taylor Quartet,2003,0.408110884,194.97751,106.333
Being Here With You,Ann Peebles,1978,nan,154.06975,98.962
Unable To Balance,Ec8or,1998,nan,95.50322,239.763
Squarer For Maude Part 1,National Health,2001,0,311.24853,75.715
A Walk In The Sun (Mono),The Turtles,1993,nan,134.45179,173.921
Loved By You,Riot,1982,0.375984302,337.03138,141.775
Yo No,Juana Molina,2006,0.646151234,297.16853,181.628
Fat Chance Hotel,Public Image Ltd,1987,0.649645297,422.26893,230.27
Geheimdienstleister,Django Asül,2001,nan,288.54812,115.731
Bonne Nouvelle,Francis Cabrel,2004,nan,291.3171,164.25
Girls On Film,Duran Duran,1981,0.702347015,209.76281,131.892
Positively Beautiful,Lewis Taylor,2002,nan,261.85098,130.052
Je Plaisante,Miossec,1997,nan,228.20526,105.802
Superman,Stereophonics,2005,nan,232.64608,116.006
Our Love Is Getting Better,Z.Z. Hill,1971,nan,236.7473,122.489
Standing At The Crossroads,Elmore James,1995,nan,167.60118,112.506
Bells of Creation,And You Will Know Us By The Tr,2009,0.744452326,323.49995,139.303
A Night In,Josh Rouse,2001,0.542898743,300.7473,120.376
Glass Jaw,The Autumns,2007,0.352232225,180.63628,154.54
Crime Of The Century,The Business,1997,0.430160637,110.34077,189.513
The Dawning Of The Day,Tommy Makem & Liam Clancy,1992,0.407980675,245.13261,132.461
On Elo Unta Keijujen (2001 Digital Remaster),Tuomari Nurmio,1992,nan,317.20444,141.675
Down To The Ground,Shark Island,2006,0.266955186,232.77669,130.123
While You're Twisting_ I'm Still Breathing,The Gits,1992,nan,157.25669,123.649
Boyfriend,Ashlee Simpson,2005,0.759786096,180.13995,128.003
Lonesome Dog,Lightnin' Hopkins,2005,nan,162.82077,85.788
Freaky Deaky Sities,Edwin Birdsong,1979,nan,419.42159,135.242
Akira Raideen (Album Version),45 Grave,1989,0,520.75057,117.353
Short Fused,Veto,2006,0.642237671,149.81179,86.745
Rock On,Absolute Beginner,1998,0.598253783,258.61179,96.737
The Body,George S. Clinton,2004,0,150.46485,112.518
Drinking Song,The Dreadful Yawns,2005,0,176.95302,128.08
Safe Hands,Sinead Quinn,2003,nan,188.55138,65.487
Angel,Pep Squad,1998,nan,225.98485,147.12
Walkin' With Frankie,Frankie Lee Sims,2009,nan,179.93098,86.664
Elephants' Run,Mad Heads,1996,0.323112121,255.89506,135.226
Luka,Suzanne Vega,1987,0.859381161,231.70567,125.051
Jelly Roll Baker (LP Version),Tom Rush,1965,0.212045405,181.73342,131.07
Class War,The Dils,1977,nan,148.84526,102.5
State of love and trust,The Gaslight Anthem,2008,0.526366223,207.01995,90.099
More Of Myself,Light Of The World,1980,0,167.41832,124.01
Lorena,John Hartford,1991,0.569275651,284.31628,160.607
Would I Love You,Patti Page,1992,nan,180.13995,83.756
I Don't Want To Wait,Jah Batta,2004,0,136.38485,156.574
One Second To Midnight,Icons of Filth,1983,0.340922756,122.77506,105.321
Somebody Help Me,Mighty Sam McClain,1999,nan,268.79955,82.144
Revolucion,La Ira De Dios,2009,0.299877488,166.05995,97.923
Strung Out,Simon Fisher Turner,1996,0,454.42567,142.977
La Corse Est Un Bateau,Serge Lama,2002,nan,99.68281,30.837
(What Did I Do To Be So) Black and Blue,Dave Brubeck,2008,0.375984302,490.13506,89.088
Der Präsident ist tot,Oomph!,2006,0.474054831,263.10485,150.003
All You Ever Do Is Bring Me Down,The Mavericks,1999,nan,260.0224,144.997
Click_ Click,Franky Kubrick,2006,0.229144104,212.68853,162.014
Moonyean no. 9,Loren Connors,2007,0.400443466,130.16771,113.402
Slew Test 2,Kid Koala,2008,0.648627681,186.69669,106.649
Dance_ Franny_ Dance,Junior Varsity,2000,nan,116.76689,193.355
I Try,Francois Dubois,2007,nan,473.23383,123.988
Spook's Holiday,Joe Liggins,2007,nan,164.67546,102.932
Exhume To Consume,Carcass,1989,nan,258.7424,111.409
Numbers,Organized Konfusion,1997,0,253.04771,93.197
Piano Playa Hata,Wagon Christ,1998,0,296.80281,102.936
Putting My Misery On Display,Gary Allan,2005,0.518248443,367.41179,129.046
Kindness  (The Noise We Make Album Version),Chris Tomlin,2001,0.553602319,263.41832,140.148
Hallelujah II (guest vocals by M. Ward),The Court & Spark,2004,0.212045405,234.34404,90.375
Scirocco,Francesco Guccini,1987,0.554493654,317.09995,126.759
I'm Leaving You Because I Don't Love You,Jens Lekman,2007,0.654402426,228.30975,129.898
Eli's Comin',The Friends Of Distinction,1969,0,253.51791,134.162
Reflection I,Intrusion,2008,0.560889756,482.55955,239.996
El ciclón,Café Tacvba,1994,0.714352389,174.41914,106.966
Loved One,Tommy James And The Shondells,1968,0.48456253,219.29751,163.651
Troubles,Accu,2006,nan,377.49506,125.12
Endless Apocalypse,GWAR,1997,0.454192988,298.97098,101.555
It's All In The Game,Jimmie Spheeris,1999,nan,294.922,89.723
Sweet Thang And Cisco,Nat Stuckey,2006,0,156.89098,183.173
16 Tons,Gold Blade,2006,nan,170.70975,166.105
Love Bite,Zeni Geva,1993,nan,247.43138,140.534
Compilation Dream Song,Flowchart,1998,nan,331.54567,221.511
Messages,Filthy Dukes / Tommy Sparks,2009,0.637610728,196.96281,124.948
Diamonds Are a Girl's Best Friend,Jo Stafford,2002,0.288481643,139.41506,121.702
Shot Liver Medley,Korn,1999,nan,430.47138,122.101
Autumn In New York,Shelly Manne,2006,0,271.59465,117.497
Mr. Guilty,Loudon Wainwright III,1978,0.564486643,205.76608,85.771
Bad Romance,Lady GaGa,2009,nan,433.37098,127.949
Rife with Deep Teeth Marks,Gnaw Their Tongues,2009,nan,496.84853,113.277
Your Winter,Saturday Looks Good To Me,2000,nan,245.99465,78.718
Wasurenai Hikari ?????,Tsujiko Noriko,2008,0.266955186,303.85587,90.003
Asphalt Cowboy (Album Version),Blake Shelton,2003,0.407233015,219.402,151.618
Corcovado,Montefiori Cocktail,2006,0.405115722,295.13098,130.033
Shine on you crazy diamond,Steve Lukather,2002,0,407.92771,126.299
All Your Lies,10 Years,2008,0.81130244,226.01098,160.096
Stay Close_ Don't Go,Second Hand Serenade,2008,0.850978792,213.96853,88.028
Ede vom Hinterhof,Abstürzende Brieftauben,1987,nan,174.94159,161.804
Do You Know What It Means To Miss New Orleans,Manhattan Transfer,2000,0.430886627,329.32526,59.908
Cuando Vivas Conmigo,José Alfredo Jimenez,1989,nan,134.00771,89.242
Paper Dolls,Marcy Playground,2004,0.447135796,153.39057,146.784
U Are My Fantasy (Street Fighter II Theme Remix),Zomby,2008,0.69255954,121.73016,138.905
Never Cry Again,Dash Berlin,2009,nan,386.37669,135.002
Sticky Web,Ka-Sol,2006,0,433.65832,142.072
King Porter Stomp,Jelly Roll Morton,1987,nan,175.17669,91.64
6,Three Trapped Tigers,2009,0.560091603,273.76281,164.09
Broken Hearted Me (LP Version),England Dan & John Ford Coley,1978,0.316335194,236.87791,146.751
Believe,Akissforjersey,2008,0.708327912,245.73342,163.482
Rock Bless You,Captain Everything!,2006,0.377531645,445.36118,147.492
rekorder 7.2,rekorder,2006,0.360370583,387.99628,124.984
Music In Similar Motion,Philip Glass,1994,0.413739836,1035.41506,97.451
Deja Vu (Uptown Baby),Lord Tariq,1997,0.652436655,303.80363,193.814
Not the One (Album Version),The Offspring,1994,0.723815957,175.04608,147.903
"Megamix ""L.F.C.",Los Fabulosos Cadillacs,1991,0.215080319,405.60281,130.856
Live To Lose (Album),Aaron Shust,2009,0.427446571,169.9522,96.035
Movin' Up,Jeff Kashiwa,2007,0.375984302,247.45751,119.924
Fairy Tales,Stockholm Monsters,1982,0.428702263,178.442,128.66
Ich halt' dich,Yvonne Catterfeld,2005,0,228.98893,97.022
Still of the Night (live),Whitesnake,2007,0.511424326,518.71302,101.179
At Night,Daz Dillinger & Kurupt Young Gotti,2001,0.570850642,254.87628,93.165
Satinc Surfers,Satanic Surfers,1999,nan,136.14975,189.501
Mon Pèze,Oxmo Puccino,2004,nan,223.52934,92.084
Drone Zone (Towards The Infinite Beat Album Mix),Psychic TV,2002,nan,196.72771,64.49
Last Christmas,Britt Nicole,2007,0.327736683,241.44934,115.002
When You Leave,Britta Persson,2004,0.473680342,121.62567,98.894
Spicy Sammich,Flying Lotus,2007,0.691201181,255.00689,127.913
Without You,Archer Prewitt,2004,0.572920148,426.44853,109.326
Let's Stop Talkin' About It,Janie Fricke,1999,0.402977781,196.362,129.554
New Nail Bed,Big D and The Kids Table,2004,0.603625776,217.44281,187.976
I'm Tore Down  (Live) (Album Version),Eric Clapton,1994,0.580163936,182.59546,131.981
Silent Witness,UB40 and Brent Dowe (The Melodians),1981,0.554903264,262.42567,118.177
Wait A Minute,Lack Of Afro,2007,nan,294.76526,128.046
The Sound Of Waves,Mick Karn,1990,0.459025391,371.46077,116.9
Heureux Le Marin Qui Nage,Julien Clerc,1973,nan,215.97995,122.992
Trouble,Combat 84,1999,nan,125.98812,183.996
Interesantes,La Costa Brava,2004,0.299877488,75.96363,87.014
God Be With You,The Cranberries,1999,0.662069598,218.98404,86.269
no. 11811,Indukti,2004,0.716600715,445.07383,155.277
I'm Just A Prisoner,Unforscene,2008,0.57515503,209.29261,102.034
Missin' You,The Tony Rich Project,1996,0.569275651,231.36608,163.943
Barely In Love,Q-Tip,2002,0.71238405,243.30404,120.053
Tenderly,Elek Bacsik,2000,0.478054967,228.20526,68.357
Ruby Mae,The Felice Brothers,2007,nan,250.33098,126.266
Broken Down Piece Of Junk,Brian Setzer,2004,0.450762242,163.5522,86.906
Karaoke,Pablo Francisco,1997,0.521321041,118.64771,68.566
Here I Am Again,Gladys Knight & The Pips,1971,0.323112121,222.01424,75.374
Swing Dat Far,Black Milk,2005,0.688921822,146.96444,189.767
The Little Drummer Boy,The Harry Simeone Chorale,1987,nan,193.51465,123.322
Flash Forward,Spahn Ranch,2001,0.229144104,261.95546,111.022
Science,System of a Down,2001,0.755621891,162.66404,178.999
Drive,Mundy,2002,0.33526011,284.73424,165.884
Noite E Luar,Carlos Nuñez,2007,0.215080319,245.18485,95.477
Barracuda,Noblesse Oblige,2008,0.449940204,184.99873,119.995
Dear Miss Lonely Hearts,Phil Lynott,1980,nan,251.97669,87.928
Can't Let Go,Eric Darius,2006,0.518759898,248.37179,131.897
Din Daa Daa,George Kranz,1989,nan,522.68363,133.974
In Diesem_ Unsrem Lande,Reinhard Mey,1988,0.323112121,240.09098,101.649
Thunderbird,Catherine Wheel,1997,0.542898743,398.602,186.846
From Jump Street (LP Version),Black Uhuru,1994,0.438099379,243.90485,92.044
Another part of the clown's brain,themselves,2003,0.44082644,261.3024,165.019
Say You Love Me (Cd Live Album Version),Fleetwood Mac,1997,0.371208394,299.85914,141.032
You Are My Sunshine,Jessie Lee Miller,2005,0.215080319,176.37832,129.448
Mambo De Machaguay,Los Jaivas,1980,0.586472505,249.10322,201.79
Sway (Mucho Mambo),Mellow Trax / Shaft,2001,nan,435.80036,138.031
Settle For Love,Joe Ely,1993,0.485761153,263.10485,128.641
The Music's Got Me,Bass Bumpers,1992,0.500645417,386.84689,128.918
Torturous Pleasure,Emmon,2009,0.428702263,193.61914,93.339
As Long As We Ride,Spock's Beard,2005,0.524931459,335.04608,125.308
It's Only Love,Bryan Adams with Tina Turner,1985,nan,194.29832,101.259
I'll Run (Album Version),The Cab,2008,0.85883042,226.11546,126.972
Something Good Can Work,Two Door Cinema Club,2009,nan,164.0224,79.989
Itchy Brother,Fatso Jetson,1998,nan,240.56118,111.14
Le Train (Part I),Derniere Volonte,2005,nan,347.21914,122.024
Candy,Lolita Storm,2001,0,126.56281,95.782
Tales of A Gypsy Reprise,Marion Meadows,2002,0.644036996,176.03873,116.963
Groovy Feeling (Nutty Chip Cornet),Fluke,1993,nan,337.47546,122.936
If Kenneth Could Speak,The June Spirit,2002,0.444651271,235.28444,152.618
Sugar Babe,Jesse Colin Young,1996,0.334706549,236.19873,178.881
The Soda,Hell On Wheels,2001,0.456949544,176.32608,124.066
24H,Iso H,2007,nan,217.25995,133.186
Red Diesel,Leatherface,2004,0.508707325,134.922,173.191
You Don't Have To Be A Scientist To Do Experiments On Your Own Heart,Jeffrey Lewis,2002,nan,192.36526,121
Winged & Feathered,Running Wild,2005,0.466304831,314.122,203.95
Night People,John Cooper Clarke,1982,nan,242.442,88.317
But You Know I Love You,Kenny Rogers,1990,0,181.78567,91.05
Top Of The World,Manafest,2008,0.636162234,199.83628,120.011
Si Te Vas,Shakira,1998,0.719973072,210.52036,107.853
Past Life,Breakbeat Era,1999,0.485761153,323.7873,84.99
The Sound Of Music,Dayton,1991,0.577107924,470.9873,112.526
Slippin' and slidin',Little Richard,1956,nan,143.41179,169.86
Chouf La Gazelle,La Rue Kétanou,2000,0.617628873,220.05506,92.191
That's Love,Blue System,1994,0.400443466,213.60281,126.009
City To City (Feat. Tim Armstrong),Left Alone,2006,0.599983284,194.35057,179.621
Vague Illusions,Cult Of Luna,2004,0.765669624,614.13832,109.635
Fluke,Motor Ace,1999,nan,255.58159,141.96
Power Move,The Chemical Brothers,1999,0.450762242,251.34975,93.957
Days Of Nothing,The Foreshadowing,2007,0.584591988,400.32608,186.281
You're Not Punk And I'm Tellin' Everyone,Don't Mess With Texas,2004,nan,272.77016,115.624
Cadillac,Stone Gossard,2001,0.590951902,185.67791,122.865
Blue Tango,Amanda Lear,1977,0.554452304,164.38812,116.74
Venus,Indochine,1999,nan,283.19302,122.107
Relax Vortex,X-Dream,1996,0.489423542,510.95465,139.845
Suddenly (LP Version),Firefall,1982,0,209.21424,93.942
Sammakko,Kumikameli,2006,nan,191.08526,146.968
Hold Me,DCX,2008,0.375984302,294.89587,142.965
As Guitarras,Mariza,2008,0.425124658,256.20853,164.561
So,Man on Earth,2001,nan,480.91383,140.039
Faith,Starecase,2002,0.471581106,267.38893,131.996
Haven't Made It [Remastered Version],The Levellers,1995,0.542898743,180.45342,139.836
Water Here,Bodies Of Water,2008,nan,369.42322,80.371
Oh Yes,Juelz Santana,2005,0.664890673,181.36771,147.912
I Do Not Want This,Nine Inch Nails,1994,0.694687911,341.26322,117.901
Your Faith In Me,Jessica Simpson,1999,0.496175336,266.47465,92.978
Frank Morris,Capital Lights,2008,0.527818137,313.46893,160.06
Go Swiss,Swiss,2005,nan,57.20771,105.696
Hva Er Bedre Da,Postgirobygget,2001,0,210.65098,84.032
For A Few Dollars More,Hugo Montenegro;Hugo Montenegro & His Orchestra,2000,0.481694147,124.57751,136.148
The Waxworks and the Bridge Game,Franz Waxman,2002,nan,108.38159,104.937
Solstice,Branford Marsalis,1984,0.23917587,536.73751,162.537
Science|Aril Brikha Remix,Jori Hulkkonen Featuring Nick Triani,2005,0.212045405,389.79873,119.989
Operating Tracks,Front 242,1982,nan,233.42975,128.625
